DESCRIPTION,coicop,Notes,daña el ambiente,no saludable,genero,gasolina,cerveza,licores,tabaco y cigarrillos,vehículos,alimentos,estupefacientes,cuidado,medicamentos,pink tax,used only by females,female gender role,infantiles,para hombres,prefix,vat,"vat, min","vat, max",prefix vat
Servicios de especialistas en ortodoncia (incluye compra de brackets y retenedores),6210301,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Consulta particular con mï¿½dicos homeï¿½patas, bioenergï¿½ticos y otros no tradicionales",6210401,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios odontolï¿½gicos con odontï¿½logos particulares: consultas, profilaxis, exodoncias (extracciï¿½n), amalgamas, sellantes, fluorizaciï¿½n. ",6220101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios para particulares en centros de rayos X: radiografï¿½as (incluyendo las dentales), urografï¿½as, mamografï¿½as, electrocardiogramas y otras imï¿½genes diagnï¿½sticas    ",6230101,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0.0,0.0,0.0,0.0
"Exï¿½menes de laboratorio para particulares: de sangre, bacteriolï¿½gicos, etc.   ",6230201,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios independientes de: fonoaudiï¿½logos, fisioterapeutas",6230301,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Terapia de gimnasia correctiva recetada por mï¿½dicos,6230302,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios de medicina alternativa y complementaria (acupuntura, homeopatï¿½a, quiroprï¿½ctica, osteopatï¿½a, hidroterapia, etc.)",6230303,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios de enfermerï¿½a para maternidad  en el hogar (enfermera(o) privada(o)) partera, comadrona)",6230304,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0.0,0.0,0.0,0.0
"Consulta con teguas, empiricos, curanderos, yerbateros, etc.",6230305,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Alquiler de equipo terapï¿½utico: muletas y bastones ortopï¿½dicos, zapatos y plantillas ortopï¿½dicas, soportes de cuello, ferula, bragueros, fajas quirï¿½rgicas; soportes para rodilla, pie, brazo; caminadoras, etc",6230401,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Cuotas moderadoras EPS (medicina, odontologï¿½a, especialistas, medicamentos, exï¿½menes, etc)",6240101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.19,0.19,0.19,0.0
"Bonos de medicina prepagada o pagos en efectivo por consultas, odontologï¿½a, medicamentos, exï¿½menes, etc",6240201,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.05,0.05,0.05,0.0
"Servicios bï¿½sicos hospitalarios atenciï¿½n a pacientes internos bajo la supervisiï¿½n directa de mï¿½dicos calificados; los centros mï¿½dicos, centros de maternidad, hospicios para ancianos y hogares para convalecientes tambiï¿½n prestan atenciï¿½n a pacientes internos.",6300101,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios mï¿½dicos hospitalarios para particulares: atenciï¿½n de mï¿½dicos (generales y especialistas), odontï¿½logos, paramï¿½dicos, exï¿½menes, radiografï¿½as y terapias ",6300201,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
"Servicios mï¿½dicos menores (pequeï¿½a cirugï¿½a, cirugï¿½a ambulatoria, urgencias, etc.)",6300301,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0
Pagos complementarios (POS y  medicina prepagada) de servicios hospitalarios,6300401,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.05,0.05,0.05,0.0
Compra de vehï¿½culos nuevos para uso particular (incluye pagos por nacionalizaciï¿½n y otros pagos)     ,7110101,"These transactions are taxed with the impuesto nacional al consumo, INC: for vehicles with value below USD$30000 the rate for the INC is 8%; if the value is above USD$30000, the rate is 16%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Compra de vehï¿½culos usados para uso particular (incluye pagos por nacionalizaciï¿½n y otros pagos)     ,7110102,"second hand purchases of vehicles have a special tax base for VAT purposes: If a retailer buys a used car priced initially at $20 and resells it at $22, the vat rate is applied to the difference. In addition, these transactions are also taxed with the impuesto nacional al consumo, INC: for vehicles with value below USD$30000 the rate for the INC is 8%; if the value is above USD$30000, the rate is 16%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Gastos de matrï¿½culas para vehï¿½culos nuevos y de traspaso para vehï¿½culos usados,7110103,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Compra de motocicletas y bicicletas con motor o elï¿½ctricas nuevas o usadas,7120101,"goods with different tax rates. Minor details regarding VAT exclusions for Amazonas, Vaupï¿½s, Guainï¿½a. In addition,  only motorbikes are taxed with the impuesto nacional al consumo, INC: an extra 8% is charged if engine is above 200 c.c.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Gastos de matrï¿½culas o traspaso de motocicletas o bicicletas con motor,7120102,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Compra de bicicletas nuevas o usadas (excepto para niï¿½os),7130101,Depending on value an nature. If value is below 50 UVT (aprox $1593000 COP) the VAT rate is 5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.12,0.05,0.19,0.05
Animales y vehï¿½culos de tracciï¿½n animal para transporte de personas del hogar ,7140101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Llantas y neumï¿½ticos, rines para vehï¿½culo    ",7210101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Productos para la limpieza y conservaciï¿½n del  vehï¿½culo: pintura, limpiadores, selladores, shampoo, ceras, ambientadores, eliminador de olores, paï¿½itos hï¿½medos para vehï¿½culos, etc.",7210301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
"Productos y accesorios para carrocerï¿½a: pijamas, tapetes, barras de seguridad, ceniceros, organizador para carro, cubre asiento, bombillos (papa farolas, stops, laterales), etc.",7210401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
"Herramientas para vehï¿½culos de transporte personal (equipo de carretera, cruceta y gato, infladores, etc)",7210501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
"Piezas para bicicleta: llantas, neumï¿½ticos, rines, manzanas, cadenas, cambios, piï¿½ones, guallas, sillines, candados y cable candado, luces, etc.",7210601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Motores para vehï¿½culo,7219901,"VAT depending on value (no vat for Diesel engines up to 150 HP). For electric cars, the VAT rate is 5% (goods with different VAT rates)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.15,0.15,0.15,0.05
"Bujï¿½as, inyectores, filtros, amortiguadores, baterï¿½as, carburadores, distribuidores de corriente, vidrios, condensadores, correas de ventilador, etc.",7219902,goods with different tax rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1699999999999999,0.15,0.19,0.05
Gasolina corriente y extra,7220101,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Gas vehicular,7220201,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Combustible diesel,7220301,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
"Aditivos, valvulinas, lï¿½quido para frenos, refrigerantes, agua para baterï¿½a, etc.    ",7220401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
"Mantenimiento y reparaciones efectuadas en el taller: engrase, sincronizaciï¿½n, revisiones tï¿½cnicas, instalaciones de partes y accesorios, balanceo de ruedas, despinchada, lavado y polichado, servicios de grï¿½a, etc.         ",7230101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Compra y cambio de aceite,7230201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Servicios de latonerï¿½a y pintura,7230301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Cuotas a clubes o compaï¿½ias de servicios especiales para el vehï¿½culo  como los centros de reparacion y mantenimiento de cosesionarios de marcas especificas ,7230401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Pago mensual de parqueadero,7240101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Pago de parqueadero o parquï¿½metro por horas o dï¿½as,7240102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Peajes   ,7240201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Gastos en licencias y clases de conducciï¿½n,7240301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Comparendos y multas por infracciones,7240302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Revision tecnomecï¿½nica y otras revisiones ordenadas por ley,7240303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Alquiler de vehï¿½culos sin conductor,7240304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Pasaje en tren,7310101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Pasaje en metro,7310102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Pasaje urbano en bus, buseta y colectivo  ",7320101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Pasaje en sistema integrado de transporte masivo (Transmilenio, SITP, MIO, Megabus, Metrolinea, Transmetro, Metroplus, etc)",7320102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Taxi urbano,7320103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Otros transportes urbanos: servicio pirata, bicitaxi, mototaxi, funicular, telesfï¿½rico, etc",7320199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Pasaje intermunicipal en bus, buseta, colectivo, taxi, aero vans, chiva, campero, etc.  ",7320201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Pasaje en transporte internacional terrestre,7320202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Transporte de equipajes por vï¿½a terrestre  ,7320203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Alquiler de vehï¿½culo con conductor,7320204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Transporte proveniente de salario en especie,7320205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Pasaje en transporte interveredal y a ciudades dormitorio,7320207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Otro tipo de transporte intermunicipal,7320299,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Transporte escolar prestado por el colegio (con buses propios o con empresa contratada),7320301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Transporte escolar particular contratado por los padres,7320302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Transporte de pasajeros y equipaje en aviï¿½n (incluye pagos por exceso de equipaje),7330101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Transporte de pasajeros y equipaje en helicï¿½ptero   ,7330201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
"Transporte de pasajeros y equipajes por mar, rios, caï¿½os, lagos, etc. en buque, navï¿½o, aerodeslizador, vehï¿½culo de colchï¿½n de aire (incluye transporte de vehï¿½culos privados por este medio)",7340101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
"Transporte de pasajeros y equipajes por mar, rï¿½os, caï¿½os, lagos, etc. en ferry, planchï¿½n, canoa y lancha",7340201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.05
Servicio en dos o mï¿½s medios de transporte cuando el gasto no se puede discriminar ,7350101,goods with different tax rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.005,0.0,0.01,0.05
Servicios de remociï¿½n de escombros,7360101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Servicios de almacenamiento y depï¿½sito de equipaje,7360201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Servicio de trasteos y mudanzas,7360301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.19,0.19,0.19,0.05
Compra de telï¿½fonos fijos y accesorios,8200101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
Compra de fax,8200102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
"Reparaciï¿½n de telï¿½fonos fijos, de fax y de accesorios",8200103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
Compra de celular convencional (no inteligente) y accesorios,8200201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.05
Compra de radiotelï¿½fono y accesorios,8200202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
Compra de celular inteligente y accesorios,8200203,"vat depending on value (cellphones above 22UVT, aprox. $700800 COP)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.095,0.0,0.19,0.05
Reparaciï¿½n de celulares y de accesorios,8200204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
"Servicios de telegrafï¿½a, tï¿½lex y telefax",8300101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
"Llamadas telefï¿½nicas desde una lï¿½nea privada o desde una lï¿½nea pï¿½blica (Telefonos publicos y modenederos, etc.)",8300201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.05
"Llamadas de larga distancia nacional o internacional desde telï¿½fonos pï¿½blicos, cabinas telefï¿½nicas, monederos y desde hoteles",8300202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.05
Llamadas por minuto desde celular en la calle a cualquier destino,8300203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.05
Servicio telefï¿½nico residencial (local y larga distancia)  ,8300204,exemption for the first 325 minutes month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.01,0.0,0.02,0.05
Instalaciï¿½n y reconexiï¿½n de lï¿½nea telefï¿½nica residencial,8300205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
Planes de telefonï¿½a celular de voz y mensajerï¿½a ,8300206,EXTRA TAX: Impuesto nacional al consumo (4% charge on amount above $47800),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
"Servicios de acceso a Internet proporcionados por operadores de infraestructura cableada, inalï¿½mbrica o satelital",8300301,vat depending on estrato (>3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.105,0.02,0.19,0.05
"Servicio de paquete de datos para celulares, tabletas, mï¿½dem USB o LTE",8300302,"EXTRA TAX: Impuesto nacional al consumo (4% charge on amount above 1.5 UVT, aprox. $47800)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.19,0.19,0.19,0.05
Servicios de internet en centros de acceso pï¿½blico con costo (cafï¿½ internet),8300303,There could be a tax cascade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.095,0.0,0.19,0.05
"Pago por suscripciï¿½n a pï¿½ginas web, incluï¿½do el almacenamiento en la nube y publicaciones periï¿½dicas (incluï¿½das pï¿½ginas de medios de comunicaciï¿½n)",8300304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.05
"Recargas para telefonï¿½a celular (prepago para minutos o datos, diferente al plan postpago)",8300305,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.05
"Equipos de sonido,  mini-componentes.",9110101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Radio, radioreloj, grabadoras, radiograbadora",9110103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Radio, equipo de sonido o video para vehï¿½culos (CD, MP3 o MP4)",9110105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Amplificadores de sonido, altavoces, equalizadores, bafles, parlantes, torres de sonido, micrï¿½fonos, audï¿½fonos, sintonizadores, altoparlantes, etc. ",9110106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Otros equipos para la recepciï¿½n, grabaciï¿½n y reproducciï¿½n de sonido",9110199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Televisor a color convencional,9110202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Televisor de pantalla plana (plasma, LCD o LED)",9110203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Antenas de televisiï¿½n, decodificadores, etc.",9110204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Reproductores de video (DVD o BLU RAY),9110206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Teatro en casa,9110207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Reproductores digitales de mï¿½sica, video e imagen (MP3, MP4, Ipod, etc.)",9110209,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Televisor inteligente (smart TV),9110210,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Lectores de libros electrï¿½nicos,9110211,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Cï¿½maras fotogrï¿½ficas ,9120101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Accesorios de fotografï¿½a: flash, lentes, medidores de luz, filtros, trï¿½podes, equipo para revelado, etc.",9120103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Cï¿½maras de video,9120201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Proyectores de pelï¿½culas, video beams, etc",9120202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Accesorios de cinematografï¿½a: pantallas, visores, lentes, filtros, medidores de luz, lï¿½mparas de destello, trï¿½podes, fotï¿½metros, etc.",9120203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Instrumentos ï¿½pticos: microscopios, telescopios, lupas, binï¿½culos, brï¿½julas, etc.",9120301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Computadores personales de escritorio (PC, all in one)",9130101,"vat depending on value (computers above 50UVT, aprox. $1593000 COP)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.095,0.0,0.19,0.19
Monitores,9130102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Impresora o escï¿½ner,9130103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Calculadoras,9130108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Computadores portï¿½tiles,9130110,"vat depending on value (cellphones above 50UVT, aprox. $1593000 COP)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.095,0.0,0.19,0.19
Tabletas (ipads),9130111,"vat depending on value (tablets above 22UVT, aprox. $700800 COP)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.095,0.0,0.19,0.19
"Otros aparatos de tratamiento de informaciï¿½n: servidores, etc",9130199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Software tipo Office: procesadores de palabra, hojas de cï¿½lculo, software para hacer presentaciones y para el manejo de bases de datos",9130201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Software especializado: de medicina, financiero, de diseï¿½o y dibujo, paquetes estadï¿½sticos y similares",9130202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Antivirus y software para filtrado y control de navegaciï¿½n,9130204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Paquetes de software de computadora, tales como sistemas operativos, aplicaciones, lenguajes de programaciï¿½n, etc",9130205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Webcam, dispositivos de joystick y similares, mouse, teclados, parlantes, cables, lï¿½piz ï¿½ptico para computador",9130301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Mï¿½dem, router, tarjetas de video y de sonido, unidades de CD-ROM y de DVD-ROM",9130302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Memoria RAM, procesador, board, switch de red, disco duro interno",9130303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Otros accesorios para computadores y tabletas: forros, pad mouse, etc.",9139901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"CDs, DVDs o USB con contenido (de mï¿½sica, videos, libros, etc)",9140104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
CDs y DVDs sin grabar (vï¿½rgenes) ,9140201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Material para uso fotogrï¿½fico: rollos, cartuchos, discos vï¿½rgenes para uso fotogrï¿½fico y cinematogrï¿½fico, papel de fotografï¿½a, quï¿½micos para revelado, lï¿½mparas de destello, etc.",9140301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Memoria USB, disco duro externo, tarjetas de memoria SD, mini-SD, micro-SD y lectores de tarjetas",9140401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Reparaciï¿½n de equipos y accesorios audiovisuales,9150101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Reparaciï¿½n de equipos, accesorios fotogrï¿½ficos y de procesamiento de informaciï¿½n   ",9150201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Equipo y accesorios para deportes: pesas, balones, mallas, bicicletas estï¿½ticas, mesas de ping pong, raquetas, chanchas de tejo, equipo de buceo, flotadores, cascos, guantes rodilleras y otros",9210101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Mesas de billar, carros de golf, botes, alas deltas (cometas humanas), rodaderos, piscinas, etc.",9210201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Instrumentos musicales: armï¿½nicas,  flautas, maracas, tambores, baterï¿½as, guitarras, ï¿½rganos, pianos, sintetizadores, trompetas, violines, etc",9220101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
Accesorios y piezas de repuestos de instrumentos musicales,9220201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Mantenimiento y reparaciï¿½n de instrumentos musicales y de equipos relacionados con deportes y ocio terrestre, aï¿½reo, acuï¿½tico y en interiores",9230101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Juegos de mesa: cartas, naipes, dominï¿½, ajedrez, parquï¿½s, damas chinas, rumi-q, etc.",9310101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Juguetes: carros, trenes, muï¿½ecas, loterias, peluches, rompecabezas, sonajeros, armatodos, bromas, etc.",9310201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
"Bicicletas para niï¿½o(a), triciclos, columpios",9310202,Depending on value an nature. If electric OR below 50 UVT (aprox $1593000 COP) the VAT rate is 5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.12,0.05,0.19,0.19
"Consolas y accesorios para juegos electrï¿½nicos: play station, nintendos, x-box, gameboy, etc.",9310203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0.19,0.19,0.19
